,YEAR,SERIAL,MONTH,PERNUM,WTFINL,CPSIDP,AGE,SEX,RACE,HISPAN,EMPSTAT,EDUC
3279260,2022,24569,10,2,2002.1134,20220902461102,73,2,100,0,36,73
3634671,2023,64548,1,1,525.994,20211003518901,85,1,100,0,36,73
1013856,2020,53446,12,1,1142.072,20191105455801,42,2,100,0,10,123
15059,2020,9041,3,4,3353.1317,20181200907105,17,1,100,200,34,50
1197569,2021,29623,2,3,2880.7453,20201102954803,15,2,100,0,21,30
1186604,2021,22611,2,2,3485.4315,20210102265002,59,1,100,0,10,92
3026672,2022,61151,7,2,1653.9199,20210606042602,64,2,100,0,32,81
3302163,2022,40500,10,2,1019.6002,20220904053602,60,1,100,0,10,73
673807,2020,49502,9,1,1417.2247,20190805043601,80,1,100,0,36,124
1489142,2021,7083,5,4,3769.0119,20210400708804,8,2,100,100,0,1
257903,2020,36175,5,2,472.6102,20200203663802,85,2,100,0,36,73
1333077,2021,47838,3,2,4773.2922,20200104895702,33,1,100,0,10,123
3396632,2022,36285,11,2,1460.8367,20220803636802,17,1,100,0,21,73
113889,2020,6042,4,2,4177.9684,20190100607102,19,1,651,100,34,81
2102080,2021,60218,10,1,1773.0616,20210905994801,80,2,100,0,36,73
1336665,2021,50068,3,1,2983.2336,20210305006801,60,2,810,0,10,123
2633822,2022,5868,4,1,4945.6748,20210400591501,64,2,100,100,10,60
732434,2020,16821,10,1,2979.1219,20200701675401,42,2,100,0,10,81
1573815,2021,60380,5,3,1423.2057,20210206095703,5,1,100,0,0,1
2144957,2021,20074,11,2,6167.6356,20211002007802,10,1,200,0,0,1
2317384,2021,67705,12,2,333.7903,20201106813902,77,2,100,0,36,111
3159469,2022,11855,9,2,686.8206,20220701182502,61,2,100,0,10,91
2719818,2022,63113,4,3,4538.3039,20220406311303,8,2,200,0,0,1
1258475,2021,2,3,3,1909.0383,20210100000403,5,2,100,0,0,1
2299416,2021,55836,12,1,2842.1106,20210905532401,77,1,100,0,36,73
1950113,2021,29061,9,2,3537.8026,20210902906102,49,2,100,0,34,111
2563675,2022,25916,3,5,1396.6029,20211202585205,3,2,100,0,0,1
1943840,2021,24651,9,1,5140.6563,20200902491701,39,2,100,0,10,111
1667962,2021,52001,6,3,3323.1819,20210505236203,16,2,100,200,34,40
1391588,2021,15531,4,1,3691.8558,20200201593001,80,2,100,0,36,73
3628887,2023,60658,1,2,3500.1784,20211000283002,72,2,100,0,36,81
2276113,2021,39374,12,1,5675.3966,20201203965201,46,1,100,0,10,71
2757603,2022,18638,5,6,769.8212,20210301860806,50,1,651,0,10,111
3352064,2022,5918,11,5,7803.6077,20220800595306,6,1,100,100,0,1
3000654,2022,43423,7,2,4177.11,20220704342302,73,2,100,0,10,123
3472044,2022,19656,12,4,1071.5131,20221001960204,2,2,100,0,0,1
1041194,2021,1698,1,1,576.0152,20191200172801,24,1,100,400,10,73
784856,2020,48558,10,1,2907.0988,20190704935901,68,1,100,0,36,73
2778820,2022,32060,5,1,3947.033,20220503206001,41,1,100,0,36,91
1893614,2021,60399,8,1,1437.9126,20210506095101,37,1,100,0,10,73
3415465,2022,49855,11,1,2763.6378,20221104985501,56,2,100,0,10,124
204550,2020,68673,4,1,4041.3245,20190406939601,44,1,100,0,10,91
2311017,2021,63201,12,3,2176.211,20201106354603,7,1,100,100,0,1
1850320,2021,32562,8,1,1789.4628,20200803300401,41,2,200,0,10,81
3169229,2022,19150,9,2,753.7253,20220601918102,63,2,100,0,36,111
1575243,2021,60984,5,3,2510.3524,20200306275203,24,1,100,200,10,111
660257,2020,41139,9,1,1058.6344,20200904113901,41,2,100,0,10,73
1722153,2021,18789,7,1,866.2815,20210501890201,59,1,100,0,10,111
3240178,2022,67086,9,6,3255.0724,20220906708606,5,2,100,100,0,1
1294930,2021,22599,3,3,5200.3024,20210202259703,2,2,100,0,0,1
2280095,2021,42418,12,5,6699.4517,20200904261205,13,2,200,0,0,1
3640680,2023,68715,1,3,491.8763,20211006796704,22,2,100,100,34,60
2662645,2022,24322,4,4,2462.0823,20210102424304,6,1,100,0,0,1
1650315,2021,40201,6,2,876.0968,20210304081802,64,1,100,600,36,73
1586261,2021,68134,5,1,381.5024,20210306878001,47,2,100,0,10,73
35808,2020,23507,3,1,3513.2962,20200102350701,80,2,100,0,36,73
166330,2020,42006,4,2,925.8968,20190104263902,54,2,100,0,10,81
1874056,2021,48033,8,1,3035.6727,20210604815601,24,1,200,0,10,111
2825505,2022,62996,5,1,3898.2909,20220306289801,60,2,100,0,10,111
1858136,2021,37505,8,2,767.3775,20200503849002,44,1,100,0,10,73
1254134,2021,66129,2,2,663.4427,20201106590902,71,1,100,0,36,81
1936549,2021,20345,9,1,4212.9294,20210902034501,62,2,100,0,36,81
2433755,2022,7638,2,2,4114.2917,20211200756302,52,2,100,100,21,73
2292521,2021,51118,12,2,5459.3578,20201105150602,39,1,100,0,10,111
2917988,2022,56212,6,3,4847.4885,20210305630303,20,2,200,0,10,81
797018,2020,56162,10,1,2826.7586,20200705603501,64,1,100,0,10,73
2747166,2022,11065,5,1,570.5444,20220401112801,80,2,100,0,36,73
1094230,2021,34603,1,1,4385.6067,20200103521701,29,2,100,0,10,73
352148,2020,34746,6,2,4182.0933,20190603530202,65,1,100,0,10,111
217005,2020,7169,5,3,5102.6414,20190400723803,14,1,100,100,0,1
2586195,2022,41919,3,1,4949.079,20220204191901,33,1,100,500,10,111
1302831,2021,27773,3,1,1536.1665,20200302833201,40,1,100,0,10,111
3238756,2022,66209,9,2,1093.6814,20220906620902,23,2,100,0,10,81
3265734,2022,15508,10,3,4302.9048,20220701554303,18,2,100,0,10,73
669566,2020,46937,9,3,439.5182,20200804692804,20,1,100,600,34,73
3607898,2023,46098,1,1,3401.0315,20211202217001,61,2,100,0,10,73
2884929,2022,33527,6,3,1103.4081,20210403339703,15,2,100,0,34,30
2483620,2022,40975,2,2,1517.2888,20210204127302,34,2,300,100,10,73
1385069,2021,10800,4,2,2651.0806,20210401080002,70,1,100,0,10,73
2069861,2021,39029,10,2,4205.3659,20210903885302,80,2,100,0,36,73
674942,2020,50200,9,2,2933.2149,20190905114903,22,1,100,100,32,20
1650363,2021,40231,6,2,1227.1608,20210504049702,54,2,100,600,10,92
3549685,2023,6052,1,2,4411.2635,20230100605202,35,2,200,0,10,91
578285,2020,58847,8,1,11372.6732,20200805884701,30,2,200,0,10,111
2791687,2022,40665,5,1,1218.3703,20210504042101,70,1,100,600,36,81
2952364,2022,9840,7,2,2997.0812,20210400984602,37,2,100,0,10,123
985300,2020,34777,12,5,4075.2455,20191203550305,8,2,100,0,0,1
2417015,2022,65630,1,3,895.1045,20210106612003,15,2,100,0,34,40
333797,2020,21668,6,4,3775.301,20190602194704,5,2,100,0,0,1
2717253,2022,61227,4,1,1535.9253,20210106137101,39,2,100,0,34,111
1218464,2021,43396,2,1,6884.1244,20200204430501,25,1,100,0,10,111
1525989,2021,29897,5,1,5328.2461,20200403067101,63,2,200,0,36,91
99530,2020,66503,3,1,3203.9891,20191206644501,61,1,100,0,10,73
1134975,2021,60249,1,2,3705.9253,20201106004002,39,1,100,0,10,81
482360,2020,61044,7,3,2012.6896,20200406226003,0,1,100,0,0,1
277879,2020,50718,5,4,2771.5784,20200405111804,26,2,100,0,10,111
1742971,2021,31542,7,4,6363.19,20210703154204,9,2,200,0,0,1
1428517,2021,38018,4,1,764.7563,20210303809201,75,2,100,0,36,73
3173603,2022,21955,9,3,4879.9768,20210602167203,21,1,100,0,10,92
260828,2020,38148,5,1,2022.4157,20190403881001,62,2,100,0,36,123
2106239,2021,62740,10,2,3006.9434,20210706246802,37,1,100,0,10,81
1204615,2021,34185,2,1,3150.9436,20201103411501,85,1,100,0,36,73
2879004,2022,29565,6,3,3320.8297,20220602956503,47,1,100,0,10,81
2431456,2022,6444,2,4,5988.864,20201100653904,35,1,200,0,10,123
424948,2020,19860,7,1,851.6935,20190702017201,72,2,100,0,36,81
3551379,2023,7340,1,1,1208.1927,20230100734001,24,2,100,0,10,81
2738782,2022,6398,5,5,5612.6495,20210200655005,11,2,100,100,0,1
2878753,2022,29419,6,3,3951.4049,20210402920703,22,1,804,0,10,81
3619128,2023,53897,1,2,10369.091,20221101757002,17,2,200,0,34,60
2930653,2022,64703,6,2,3921.9473,20220406474702,54,2,100,0,32,81
3228106,2022,59246,9,2,3726.7928,20210805844602,75,2,100,0,36,73
3265006,2022,15057,10,3,3995.9531,20210701493603,21,2,100,300,34,73
3346220,2022,2217,11,1,693.0045,20211100217801,64,1,100,0,36,71
3477659,2022,23340,12,1,2418.2432,20211102313401,35,2,100,0,36,123
3511046,2022,47386,12,5,5574.9741,20211104720105,27,2,100,0,10,73
1107601,2021,43430,1,5,5844.3263,20210104343005,23,2,100,0,10,111
516864,2020,16887,8,6,6406.9802,20190801720806,44,1,200,0,10,111
465083,2020,48326,7,3,4052.3172,20190404983702,3,1,801,0,0,1
2950859,2022,8934,7,2,4016.4405,20220400892302,32,1,100,0,10,123
1409114,2021,25934,4,1,1528.2674,20200102654601,55,2,100,0,36,81
837853,2020,11082,11,1,570.8422,20190901129701,66,1,100,0,36,92
765407,2020,36629,10,2,1033.4672,20190803716602,39,1,100,0,10,125
1302619,2021,27618,3,1,1217.403,20200302818101,42,2,300,0,34,81
2259874,2021,28483,12,2,8629.5199,20210902828802,32,1,100,0,10,30
905476,2020,53800,11,2,2796.1807,20200805367802,27,2,100,0,10,111
3096066,2022,38532,8,1,992.1518,20220703863401,49,1,100,0,32,81
2109082,2021,64481,10,2,743.1425,20210706423302,57,2,100,0,32,73
1532680,2021,34142,5,1,4545.7949,20210303443801,37,1,100,0,10,50
109373,2020,3046,4,2,3164.8396,20190100309102,52,2,651,0,21,40
3210258,2022,46976,9,3,5870.9451,20210704645103,16,2,100,0,34,50
2435606,2022,8614,2,1,4252.5281,20210200865101,53,2,100,0,10,91
1732225,2021,24704,7,3,3569.3445,20210502487603,25,1,100,0,10,73
294704,2020,62886,5,4,481.6204,20190306418004,21,1,100,0,10,73
3433021,2022,61775,11,2,341.3221,20210806088202,71,1,100,0,32,73
1360796,2021,65375,3,4,925.5572,20200106665104,19,2,100,0,21,81
2536892,2022,7882,3,2,4580.974,20220300788202,45,1,100,0,10,91
506463,2020,8834,8,3,9592.0006,20190800901103,2,1,803,0,0,1
1706353,2021,8263,7,2,3509.4457,20210400828702,38,1,100,0,21,92
2218916,2021,1625,12,1,438.1888,20210900163801,41,1,200,0,10,123
2704700,2022,52739,4,1,1307.4485,20220405273901,59,2,100,0,10,111
2325309,2022,4525,1,3,1464.1837,20211100445003,21,1,100,0,34,91
1113196,2021,47111,1,3,331.5503,20191004783204,12,2,100,0,0,1
1171254,2021,13489,2,2,5364.809,20210201348902,3,1,100,100,0,1
1274455,2021,9116,3,3,5747.3137,20200100940104,0,2,100,100,0,1
3419366,2022,52443,11,1,4909.9624,20210805184701,60,1,100,0,36,73
1655066,2021,43587,6,1,3353.5292,20210304425701,61,2,100,0,10,123
3385348,2022,28515,11,2,4968.7252,20221102851502,85,2,100,300,36,73
1076454,2021,23316,1,2,2870.1482,20191202372302,21,1,100,0,12,81
267124,2020,42862,5,2,4323.498,20190504341702,35,2,100,0,10,111
1998399,2021,60912,9,3,330.0046,20200806169603,63,1,100,0,10,111
2413677,2022,63347,1,3,5336.9936,20201106352803,16,1,100,0,34,40
1287339,2021,18102,3,1,3815.3982,20200301853001,85,2,100,0,36,73
2901694,2022,45128,6,5,4638.2251,20210604448105,39,1,200,100,12,73
3063859,2022,17471,8,4,8152.6081,20220501751604,12,1,200,0,0,1
605795,2020,7499,9,7,4299.4444,20190800765306,30,1,100,100,10,73
1160352,2021,6607,2,2,7961.2019,20191200678902,33,1,801,0,10,73
467887,2020,50327,7,4,2190.0939,20190505171104,14,2,100,0,0,1
3569327,2023,19732,1,5,3634.195,20221101359103,9,2,100,0,0,1
103933,2020,69637,3,1,371.869,20200106968001,31,1,100,0,10,81
3041539,2022,2565,8,2,4826.1048,20210800253102,59,2,100,0,10,92
3095259,2022,37987,8,1,781.2121,20220503809901,16,2,100,0,34,50
702348,2020,67444,9,1,4044.059,20190906877601,33,1,100,0,10,81
732153,2020,16600,10,1,4147.1264,20200701652401,70,1,100,0,36,73
1217204,2021,42519,2,4,4607.2738,20191204329603,31,2,100,612,34,30
3280336,2022,25334,10,2,3876.2496,20210902503202,44,1,100,100,10,81
1779248,2021,55576,7,1,2366.6652,20200705636101,71,2,100,0,36,73
1246881,2021,61458,2,2,1722.4977,20210106150202,54,2,100,0,10,111
113634,2020,5891,4,2,3925.6813,20200100591602,79,1,100,200,36,73
2633094,2022,5502,4,3,3700.342,20220100546703,18,2,651,0,10,81
3632574,2023,63123,1,1,2369.9581,20221002340001,22,1,100,0,10,92
1758662,2021,41950,7,4,7206.6445,20200704254504,8,1,100,0,0,1
3186959,2022,30798,9,4,4206.4149,20220603100404,14,2,100,0,0,1
2006627,2021,66464,9,5,5529.069,20210706652505,17,1,100,0,10,50
213559,2020,5103,5,1,3187.7357,20190200519301,72,2,100,0,36,111
3038797,2022,646,8,3,1914.9879,20220500066003,10,1,100,0,0,1
3072008,2022,22475,8,1,3732.9472,20210702216801,54,1,100,0,10,111
1808313,2021,6205,8,1,4299.5548,20210700620301,39,2,651,0,34,73
3270693,2022,18918,10,3,946.4308,20210801874103,3,1,100,0,0,1
735784,2020,18738,10,1,822.6766,20200701864501,85,1,100,0,36,73
2494043,2022,48359,2,1,3806.9244,20220104841801,61,2,100,0,32,92
1013596,2020,53252,12,1,834.7411,20190905417301,64,1,100,0,10,73
3603263,2023,43050,1,1,3906.8268,20220106700201,34,1,100,0,10,81
1375165,2021,5592,4,1,3951.4383,20210100567701,45,2,100,100,10,50
1264060,2021,3555,3,1,1444.4463,20201200359901,51,1,100,0,10,124
3539964,2022,67536,12,2,452.2599,20211206729502,71,1,300,0,36,73
2974689,2022,25427,7,4,3132.5731,20210402536104,8,1,100,0,0,1
2284537,2021,45474,12,1,6447.4491,20211004524901,32,2,200,0,10,81
1678002,2021,58598,6,3,4777.3075,20200306066503,50,1,100,0,10,111
2251634,2021,22767,12,2,2934.3561,20201002292602,62,2,100,0,10,92
1966095,2021,39531,9,3,4370.5215,20210803953203,30,1,100,0,10,92
1692778,2021,263,7,4,1998.9588,20210600022403,22,2,100,0,12,73
2400189,2022,54448,1,1,754.2138,20201205473701,66,1,100,0,36,81
2199609,2021,57186,11,1,4688.482,20201005762901,52,2,100,100,10,50
1118846,2021,50509,1,5,2069.7869,20200105151705,16,1,100,600,34,30
2400131,2022,54412,1,1,691.8274,20211105419701,48,1,100,0,10,73
641343,2020,29568,9,1,3179.1432,20200802957501,47,2,100,0,10,111
3469794,2022,18230,12,1,795.9679,20210901798101,47,2,200,0,10,81
1987574,2021,54109,9,3,621.5295,20210905410903,4,1,100,0,0,1
1793260,2021,64342,7,3,529.8918,20210406533103,11,1,100,0,0,1
2082369,2021,47489,10,3,3812.6188,20210804723903,3,1,100,0,0,1
2044183,2021,22276,10,3,3043.3594,20210802223303,67,2,100,0,36,111
2749821,2022,13495,5,1,4466.5632,20220301354401,76,2,100,0,36,81
2649917,2022,16353,4,1,4556.3559,20210401624701,53,1,200,0,10,123
1321192,2021,39671,3,1,3009.7982,20210103983401,55,2,100,0,10,111
1484149,2021,4479,5,1,1636.1577,20210300452201,52,2,100,0,10,81
2189127,2021,50025,11,1,2563.6158,20200805041001,59,1,100,0,10,111
594531,2020,897,9,7,2049.6535,20190900090206,18,2,100,0,34,71
2445076,2022,15428,2,1,4110.2723,20210201548301,39,1,100,0,10,111
1678720,2021,59021,6,1,4222.5966,20200406087401,39,2,100,0,10,111
2905809,2022,47975,6,1,3456.2848,20210404788601,77,2,100,0,12,92
2128915,2021,8924,11,2,6060.759,20201100902302,33,2,100,100,34,73
2851140,2022,10451,6,1,2338.7701,20210401045801,51,1,651,0,10,123
851830,2020,20112,11,1,4586.7841,20200802012401,60,1,100,0,10,81
437207,2020,28365,7,2,5987.6476,20200502868302,44,2,200,0,10,123
1895984,2021,62135,8,2,2258.1305,20210506271002,8,2,100,0,0,1
1665363,2021,50214,6,1,5511.01,20200405187802,62,2,200,0,10,73
3036783,2022,67905,7,1,316.9673,20220706790501,79,1,100,0,36,92
859843,2020,24805,11,4,2198.3994,20191002529704,14,2,100,0,0,1
1336291,2021,49848,3,2,4794.8029,20200105095102,36,2,200,0,10,60
422552,2020,18347,7,2,1019.0072,20200701834702,70,1,651,0,36,123
1776072,2021,53519,7,2,2779.9773,20210505398202,56,2,100,0,10,123
781929,2020,46778,10,1,460.2068,20190704749001,23,2,100,0,10,81
2965068,2022,19197,7,3,1591.8572,20220401928503,14,2,100,100,0,1
3097301,2022,39435,8,2,3797.9538,20220503952302,79,1,100,0,36,10
33460,2020,21963,3,1,4169.4175,20200202195101,52,1,100,0,10,123
1476915,2021,77,5,6,2168.5445,20200400008306,12,2,200,0,0,1
1435315,2021,42828,4,6,5194.712,20200304379206,12,1,100,0,0,1
3286529,2022,29564,10,7,2189.3207,20220802964907,14,2,200,0,0,1
910303,2020,56743,11,3,2814.7457,20201005675003,13,2,100,0,0,1
2853475,2022,12256,6,1,289.2393,20220301227201,66,1,100,0,36,125
674654,2020,50049,9,4,1572.9327,20200605033904,13,2,100,0,0,1
568397,2020,51582,8,5,3416.4199,20200505221905,10,1,100,0,0,1
2273798,2021,37628,12,2,1906.1076,20200903782102,51,1,100,0,10,91
2515605,2022,62835,2,1,3502.5261,20220106286901,64,1,100,0,10,73
746953,2020,25050,10,2,3507.0271,20190702546102,19,2,100,0,10,73
7809,2020,5178,3,4,5625.8998,20200100516904,26,1,803,0,10,73
3326641,2022,57385,10,1,4963.6749,20210705681301,60,1,100,100,10,20
1712230,2021,11911,7,1,358.902,20200401231601,67,2,200,0,34,10
1078824,2021,24768,1,2,4236.9529,20201202465602,48,2,100,0,10,124
3292423,2022,33512,10,1,1590.4265,20220903354901,43,1,100,0,32,91
272108,2020,46649,5,2,411.7114,20200304717902,38,2,100,0,10,92
3226593,2022,58296,9,3,5225.2635,20210705763203,13,1,100,0,0,1
843555,2020,15322,11,3,5277.5218,20200801529703,22,1,200,0,34,73
344614,2020,29613,6,2,3125.2208,20190403037002,67,2,100,0,36,73
1532401,2021,33996,5,1,3544.0036,20210503399601,58,1,100,0,34,81
1606793,2021,12033,6,3,405.0645,20200601225503,5,2,100,0,0,1
565940,2020,49881,8,4,2789.9146,20200605016304,10,1,100,0,0,1
3618187,2023,53228,1,2,328.4022,20211101198302,31,2,100,0,10,123
2789830,2022,39414,5,1,5281.7661,20220303927401,43,2,651,0,10,111
3312282,2022,47555,10,2,4443.6771,20220904760202,49,2,100,0,32,73
3415531,2022,49899,11,1,2129.256,20211004954401,66,2,100,0,10,81
1641220,2021,34225,6,5,5116.6504,20200603477905,6,2,100,0,0,1
760323,2020,33401,10,1,1010.8859,20190703389001,71,2,200,0,36,123
312238,2020,5869,6,4,4263.4886,20200300599204,13,1,100,100,0,1
1574256,2021,60566,5,2,1638.718,20210506056602,38,1,100,0,10,111
3554768,2023,9701,1,3,5763.563,20221200916105,26,1,100,100,21,60
2671673,2022,30490,4,1,4549.8535,20210403029701,51,2,651,0,10,81
2871453,2022,24272,6,2,2160.8141,20210502399402,26,2,100,0,10,92
1234155,2021,53469,2,2,842.0574,20191105446802,75,1,100,0,36,111
388761,2020,62514,6,1,517.9093,20200606251401,41,1,100,0,10,73
3337519,2022,64513,10,2,6062.171,20210906373902,16,2,300,0,34,50
2883627,2022,32555,6,1,3291.7769,20220303236901,61,1,100,0,10,111
769367,2020,38899,10,1,910.6654,20190903946701,52,1,100,0,10,81
3428924,2022,59211,11,3,6371.8419,20210805834503,27,1,100,100,10,81
2004192,2021,64723,9,1,786.0775,20200906561901,50,2,100,0,10,92
1735057,2021,26526,7,3,1457.1183,20200402740303,10,2,100,0,0,1
636105,2020,26060,9,1,1938.937,20190702650501,76,1,100,0,36,111
530034,2020,25329,8,2,3950.9314,20200802532902,48,2,801,0,32,73
2353384,2022,22215,1,5,8578.4273,20211002203805,14,2,100,0,0,1
2929613,2022,64064,6,2,3012.6655,20220506391702,38,2,100,0,10,91
1833172,2021,21770,8,1,4341.3903,20210702173101,42,1,100,0,10,111
1314648,2021,35532,3,4,587.0198,20201203551104,19,2,100,100,10,81
3298891,2022,37996,10,2,752.2433,20220703819702,75,2,100,0,36,111
979318,2020,30919,12,3,3029.6938,20190903142203,4,1,651,0,0,1
1899146,2021,63976,8,2,4067.527,20200506570502,39,1,100,0,10,125
182478,2020,53359,4,2,4442.665,20190405388902,59,1,100,0,10,111
3342105,2022,67770,10,1,387.9337,20220806779901,61,1,100,0,10,73
1933944,2021,18658,9,1,732.2387,20200801884301,47,1,100,0,10,92
2865578,2022,20640,6,2,6823.0901,20210302055502,48,1,200,0,10,81
268985,2020,44158,5,1,3389.6948,20190304511201,80,2,100,0,36,73
3601862,2023,41998,1,3,5956.7716,20220305953103,16,1,651,100,34,40
2317603,2021,67862,12,1,483.7461,20201006823301,19,2,100,0,10,73
1892796,2021,60067,8,1,1785.3529,20210506059801,58,1,100,0,10,123
3519166,2022,53037,12,2,937.6911,20211205290202,70,2,100,0,36,123
1841752,2021,27195,8,1,2023.349,20200702757401,37,1,100,0,10,111
2019762,2021,6849,10,4,4103.6115,20210900685804,74,2,100,100,32,20
542902,2020,34178,8,2,2581.4661,20200503457802,11,1,100,0,0,1
1289235,2021,19258,3,1,740.0079,20200201973801,80,1,100,0,36,111
2357348,2022,24730,1,2,4719.8598,20211202461702,21,2,100,0,10,111
384886,2020,59752,6,2,6245.5342,20190606072002,31,2,100,0,10,125
1300821,2021,26310,3,4,1734.8261,20210102636204,7,2,100,0,0,1
3588770,2023,32688,1,1,3370.3337,20221005080501,79,2,100,0,36,123
3423463,2022,55414,11,2,4746.5874,20221105541402,33,2,100,0,10,123
915575,2020,59722,11,2,4780.8311,20201105972202,49,1,100,100,10,73
188036,2020,57423,4,1,3017.6978,20190205828301,61,2,100,0,36,92
2603648,2022,53959,3,4,4472.7844,20210305437304,14,1,100,0,0,1
2309573,2021,62356,12,1,539.3241,20210906171401,29,1,100,0,10,73
67021,2020,44616,3,1,4408.1144,20200104468101,42,2,100,0,32,73
2559630,2022,23176,3,1,2269.6465,20210202322301,75,1,100,0,36,111
2000118,2021,62142,9,2,3745.2498,20210706216202,30,2,100,0,10,81
938409,2020,5202,12,5,5669.3872,20201000519805,28,2,651,100,21,111
1634437,2021,29933,6,2,4274.9856,20200603042102,29,1,100,0,10,123
311412,2020,5358,6,5,3340.4262,20190300549205,16,1,651,0,12,50
2724765,2022,66265,4,2,797.4473,20210306638402,76,2,100,0,36,40
1243588,2021,59574,2,1,5549.6127,20200106075101,26,1,100,100,10,40
3419200,2022,52322,11,6,5331.0462,20211005197706,16,2,100,0,10,50
1557554,2021,50080,5,4,2425.9077,20210205055804,20,1,100,100,10,73
1364739,2021,68163,3,1,301.542,20210106828901,68,1,100,0,36,92
3350364,2022,4902,11,2,6269.5999,20211000485102,35,1,802,100,10,81
3064197,2022,17723,8,1,0.0,20220501775201,50,1,100,611,1,111
3417858,2022,51485,11,5,4620.4995,20211005109305,22,1,100,0,10,91
2500186,2022,52367,2,1,3247.6336,20220105240401,85,2,100,0,36,73
405597,2020,5737,7,1,6319.1743,20190700584401,27,2,100,0,10,111
1193565,2021,26903,2,1,1474.97,20210102694801,67,1,200,0,36,111
3119935,2022,54930,8,2,544.7401,20210705437302,49,1,100,0,10,92
2030245,2021,13548,10,1,4183.7055,20210901352301,45,1,100,611,34,73
586580,2020,64237,8,2,3717.61,20190606561202,61,2,100,100,12,123
167876,2020,43188,4,2,5238.6325,20200404318802,34,1,100,0,10,123
2238936,2021,14588,12,1,4628.0498,20200901467601,70,2,651,0,36,124
2399420,2022,53903,1,4,4037.7964,20220105390304,7,1,200,0,0,1
613187,2020,11486,9,2,614.5854,20190901170802,63,2,100,0,36,111
852682,2020,20686,11,1,3646.1623,20191002114001,51,1,100,0,12,81
1500128,2021,14077,5,1,3621.2331,20200201445401,25,1,100,300,10,92
1358011,2021,63680,3,3,4344.1134,20200106495503,18,2,651,0,34,60
3606598,2023,45301,1,2,4391.6262,20211201596602,67,2,100,0,36,81
3101004,2022,42119,8,1,6906.7672,20220604239301,28,2,100,200,10,111
1390960,2021,15151,4,1,3755.1397,20210301517801,37,2,100,200,10,73
1953722,2021,31266,9,1,2915.6761,20210703127201,58,1,100,0,10,111
976450,2020,29023,12,2,3723.6026,20191202968402,39,1,200,0,10,92
947818,2020,10629,12,1,2718.3144,20201201062901,80,2,100,0,36,111
3026644,2022,61137,7,5,1961.2327,20220706113705,7,1,100,0,0,1
2039361,2021,19376,10,3,908.5569,20200901952003,12,2,100,0,0,1
1008326,2020,49893,12,3,2158.7,20200105109903,21,1,651,0,10,2
1730998,2021,23856,7,1,1527.0548,20210402417501,36,2,100,0,10,111
1411818,2021,27715,4,1,934.0609,20210402771501,57,2,200,0,32,73
963797,2020,21046,12,2,4817.2893,20201202104602,46,1,100,100,10,50
2629144,2022,3054,4,1,5219.8383,20220400305401,34,1,100,0,10,123
651804,2020,35995,9,1,476.5848,20200903599501,59,1,100,0,10,91
2857046,2022,15153,6,2,3302.8128,20210401500102,73,2,100,0,36,111
1062446,2021,15075,1,2,3859.5236,20191201527102,38,2,100,0,10,111
2051571,2021,27077,10,1,1618.8691,20210802699401,47,2,100,0,10,111
716125,2020,6817,10,2,3867.1884,20200800684202,54,1,100,0,12,73
1609800,2021,14502,6,2,4568.6189,20210301457402,57,1,100,0,10,111
2596149,2022,48939,3,5,2806.5145,20220104902805,16,1,802,0,10,40
710701,2020,3937,10,1,1430.6623,20190900396601,49,1,100,0,10,111
1585012,2021,67230,5,3,533.4425,20210506723003,22,2,802,0,10,73
2015293,2021,4419,10,1,1237.7014,20200700449701,67,1,100,0,36,111
2053237,2021,28282,10,4,0.0,20201002859804,20,1,100,0,1,81
1659223,2021,46246,6,1,549.9663,20210504655001,62,1,300,0,10,73
2457239,2022,22995,2,2,2840.2471,20220202299502,66,2,100,0,36,73
3172076,2022,20999,9,1,4022.2459,20220602109701,69,2,100,0,36,111
1992571,2021,57554,9,1,6824.6838,20210605775201,27,1,801,0,10,73
2794405,2022,42645,5,2,5187.5781,20210204281202,51,2,100,0,10,125
88915,2020,59641,3,3,4746.3459,20191205968303,34,1,100,0,34,111
1758846,2021,42128,7,2,4579.1255,20210604223602,31,2,100,0,10,124
2766280,2022,23751,5,2,2475.7153,20220402383702,21,1,802,0,10,73
1568739,2021,57263,5,6,4289.8342,20210205780906,47,2,100,100,32,73
701939,2020,67180,9,1,3401.7922,20190806847401,57,1,100,0,21,73
2847784,2022,8479,6,1,4327.6654,20220500844601,55,1,100,0,32,73
1791467,2021,63289,7,1,4316.7756,20210606339601,21,1,651,0,34,81
3410269,2022,46068,11,4,614.6439,20210804552904,16,2,100,0,34,50
3359366,2022,10027,11,2,3241.2809,20220801008402,33,2,100,0,32,73
2472354,2022,32950,2,4,1902.1701,20220203295004,16,2,100,0,34,50
2126221,2021,7527,11,1,4360.4755,20211100752701,70,2,100,100,10,81
1278908,2021,12207,3,1,361.6204,20200201248601,39,1,100,0,10,123
3213504,2022,49203,9,1,2165.7089,20210904863801,61,2,100,0,10,81
706607,2020,1434,10,3,709.2017,20190700148304,21,2,100,0,34,71
1364518,2021,67982,3,1,453.1263,20200206943701,29,2,100,100,10,92
2871982,2022,24648,6,1,2704.0417,20220302447901,85,2,100,0,36,81
2614838,2022,61566,3,1,615.1774,20220106162601,28,2,100,0,10,73
3550957,2023,7062,1,1,1050.5936,20230100706201,58,2,100,0,10,123
1848743,2021,31510,8,1,3421.4717,20210703149201,62,2,100,0,10,123
